id	text	label
10037547	বিগত 16 বছর আওয়ামী লীগের থেকে সুবিধা ভোগ করেছে এই রুমিন ফারহানা রুমির ফারহানার কথা শুনে মনে হয় এরশাদের সাথে পুরোপুরি মিল আছে	Political Hate
10037548	ওকে দাদা চালিয়ে যান	None
10037549	কৃতজ্ঞতা দাদা এক্কেবারে কড়া ছিল এপিসোডটা	None
10037550	ওর কথাবার্তা শুনে কয়েক দিন যাবত অন্তরে জ্বলতেছিল দাদার এপিসোড থেকে শান্তি লাগলো	None
10037551	দাদা আপনাকে অসংখ্য কৃতজ্ঞতা রুমিন ফারহানার মুখের খুলে দেওয়ার জন্য	None
10037552	দাদা মনে রুমিন ফারহানার প্রেমে পড়ে গেচে এতো ভাল ভাসাই বোলার কি আছে	None
10037553	কৃতজ্ঞতা স্যার	None
10037554	এই তিন ইঞ্চির এতো পাওয়ারএই তিন ইঞ্চির লোড কেউ সামলাতে পারে না	None
10037555	ধন্যাবাদ দাদা	None
10037556	কি অসাধারণ উপস্থাপন কৃতজ্ঞতা দাদা	None
10037557	অসংখ্য শুভেচ্ছা পিনাকে দাদাকে	None
10037558	ভাই আপনার কথা গুলা অনেক মজা করে বলেনশুনতে বেশ ভালোই লাগে আপনাদের কারণে আমরা সত্যি কারে কাহিনী বিস্তারিত জানতে পায় চালিয়ে জান আমরা আপনাদের পাশে আছি	None
10037559	পিনাকি দাদা আপনাকে শুভেচ্ছা	None
10037560	জাস্ট আগুন এনার ভিডিয়ো যত দেখি ততই অবাক হই মুগ্ধ হয়ে না টেনে শুনি সব তোর কোন কোন জায়গায় ব্যথা গো বান্ধবী ললিতা সেই ছিলো ইনকিলাব জিন্দাবাদ	None
10037561	কথাগুলো ভালই লাগলো আলহামদুলিল্লাহ	None
10037562	স্যার আপনি সত্যিই একটা যোদ্ধা  সালাম রইল	None
10037563	চমৎকার এপিসোড দেরিতে হলেও এদের জন্য বিএনপি'র জনপ্রিয়তা বেশ কমে গেছে ইনকিলাব জিন্দাবাদ	Political Hate
10037564	দাদা সেলুট আপনাকে	None
10037565	এই মহিলা একটা নষ্টা এ বিএনপিকে ডুবানোর জন্য কাজ চালিয়ে যাচ্ছে এ একা না এর সাথে আরো অনেক বিএনপির নেতারা জরিতো আছে তা ও বড়ো বড়ো নেতারা জরিতো আছে আমি মনে করি	Political Hate
10037566	উফ দাদা শান্তি শান্তি	None
10037567	এতো সুন্দর করে মানুষের অপকর্ম সুন্দর ভাবে তুলে ধরনে আমাদের বুঝতে অসংখ্য সুবিধা হয়	Abusive
10037568	কৃতজ্ঞতা পিনাকী স্যার	None
10037569	রুমিন আসলেই মদি আর হাসিনার পোডাক্ট	Abusive
10037570	মাননীয় প্রধান উপদেষ্টা মহোদয়ের দৃষ্টি আকর্ষণ যশোরের ভ্যান চালকের মেয়ে মীমের ভর্তি নেয়নি গোপালগঞ্জ বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় মীম আখতার শিখা গোপালগঞ্জ বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়ের ভর্তি পরীক্ষায় চান্স পায় ভ্যানচালক পিতার মেধাবী কন্যা মিম চান্স পেয়ে পিতার স্বপ্নকে পূরণ করতে খুব চড়াই উৎরাই পেরিয়ে এই বিশ্ববিদ্যালয়ে ভর্তির সুযোগ পান রেজাল্টের পর অনলাইনের মাধ্যমে ভর্তির টাকাও পরিশোধ করেন টাকা পরিশোধ করার পরে কাগজপত্র জমা দেয়ার সময়সীমা ১৭২৫ইং উল্লেখ ছিল কিন্তু মিম ও তার পরিবার ভুলক্রমে বোঝে যে জুলাইয়ের ৭ তারিখে কাগজপত্র জমা দেয়ার নির্ধারিত তারিখ এই ভেবে গত ৭ তারিখে টাকা ধার দেনা করে ও ভ্যান চালিয়ে পাওয়া টাকা নিয়ে যশোর থেকে গোপালগঞ্জের উদ্দেশ্যে রওনা দেন এবং বিশ্ববিদ্যালয়ে কাগজপত্র জমা দিতে চান কিন্তু বিশ্ববিদ্যালয় কর্তৃপক্ষ মিমের কাগজপত্র জমা নেননি এবং মিমের সাথে বিশ্ববিদ্যালয় কর্তৃপক্ষ যোগাযোগও করেননি এ অবস্থায় হতাশ হয়ে যশোরে ফিরে আসেন মীম ও তার ভ্যানচালক পিতা সামান্য এই ভুলের জন্য মীমের বিশ্ববিদ্যালয় ভর্তির সুযোগ কি বঞ্চিত হবে মীমের স্বপ্ন পূরণ হবে না মীম বিশ্ববিদ্যালয় ভর্তির বিষয়ে সহযোগিতা চান অসহায় মেয়েটির পাশে দাঁড়ানোর জন্য সবাই একটু শেয়ার দিন যাতে প্রধান উপদেষ্টার নজরে আসে বিষয়টি	None
10037571	রুমিন ফারহানা বিয়ে হয় নি কিন্তু শারীরিক ব্যাবসা করে	Abusive
10037572	এটা কি করলো পিনাকী দাদা  সবাইতো জেনে গেলো তার সাথে রাতে ১ জন লাগে  এখনতো রুমিন ফারহানা রাতের রেট আরো বাড়িয়ে দিবে	None
10037573	দাদা এবার ঠিক আছে মাগী মনে হচ্ছে তৃপ্তি পাবে	Profane
10037574	তোর কুন কুন জায়গায় ব্যথা গো বান্ধবী ললিতা	None
10037575	দাদার সাথে আছি	None
10037576	র সালাউদ্দিন ফজু পাগলা রুমিন ফাহানা আর গোলাম ময়লা রনি বাংলার মীরজাফর বিএনপির ঘরের ইদুর বেড়া কাটে তারেক জিয়ার উচিত এদের ফুটবলের মত লাতি মেরে বিএনপি থেকে বের করে দেওয়া	Political Hate
10037577	ওদেরকে বের করে দিলে লন্ডনে আরামআয়েশে থাকার খরচ কে পাঠাবে	None
10037578	বিএনপি'র কিছু লোক দাদাকে দেখতে পারে না এখনতারা আগে অসংখ্য ভালোবাসতো উচিত কথা বললে মা ও সন্তানকে দেখতে পারেনা	Political Hate
10037579	সেই হয়েছে দাদা স্যালুট	None
10037580	সত্য কথা তুলে ধরার জন্য কৃতজ্ঞতা দাদা	None
10037581	রাইট অসাধারন দাদা	None
10037582	বাংলাদেশের সামরিক শক্তি দ্রুত বৃদ্ধি করা এখন সময়ের দাবী	None
10037583	দাদা রঙিন ফারহানা কি বিয়ের প্রস্তাব পেলে খুশি হবেন তাহলে আমি সেই ব্যবস্থা করে দিব তবুও তাকে ভালো হয়ে যেতে বলেন	None
10037584	পিনাকিদা আপনার মন্তব্যের অপেক্ষায় রইলাম	None
10037585	রুমিনের নিচতলা ভাড়া দিয়া ইনকাম বেশি হয় বিয়ের কি দরকার	None
10037586	কৃতজ্ঞতা আপনাকে সত্তকে তোলে ধরার জন্য এইটা সত্যি যে দেশের অন্যতম ভন্ড লোক এখন রুমিন  মমতাজ ফারহানা	None
10037587	আন্দোলনের সময়ে রুমিন ফারহানাদের অবদান কি ছিল মানুষ ভাল করেই জানে আর পিনাকী ইলিয়াসরা ঘুমহীন ভিডিও বার্তা দিয়ে মানুষকে জাগ্রত করেছে ইনকিলাব জিন্দাবাদ	None
10037588	কৃতজ্ঞতা পিনাকি দাদা কে	None
10037589	বুনি ফারহানা কে দৌলতদিয়ার এম পি বানানো হউক	None
10037590	আমরা গর্বিত বগুড়াবাসী গর্বিত বাংলাদেশী এমন একটা পিনাকি দা পেয়ে	None
10037591	দাদা ইশ কি যে মজাটা পাইলাম	None
10037592	”র” এজেন্ট শেখ রুমিন ফারহানার দুই গালে  জুতা মার তালে তালে	Abusive
10037593	32 নম্বর ভাঙ্গাতে রুমিন ফারহানা অনেক যন্ত্রণা পেয়েছে কিন্তু আ লীগের আমলে খালেদা জিয়ার বাড়ি ভাঙলো তখন তার কষ্ট লাগেনি	Political Hate
10037594	বিএনপির নেতা গুলা নির্লজ্জ এগুলার শরম নাই	Political Hate
10037595	এই মহিলা বেয়াদপ ইউনূস স্যার না বলে বলতেছে ইউনূস	Abusive
10037596	বিম্পি তোমগের এবার ভোটে জেতা লাগবেনা আমরা জনগণ দেখমু এবার বিম্পি ভোট ক্যমনে পায়	Political Hate
10037597	দাদা প্রেম নিবেন	None
10037598	ব্যারিস্টার রুমিন ফারহানা নিষ্প্রয়োজনীয় বেশ কথা বলে বিএনপির অনেক ক্ষতি করেছে তারেক জিয়াকে তার সম্বন্ধে ভালোভাবে জানতে হবে	None
10037599	দাড়ি পাল্লায় দিলেে ভোট শান্তি পাবে দেশের লোক	None
10037600	রুমিন কে ফজুর সাথে বিয়ে দেওয়ার জন্য অন্তর্বর্তীকালীন সরকার কে আকুল আবেদন জানাই	None
10037601	আপনার মত লোক অন্তত বাংলাদেশের ভালো চান না যে একটা নারীকে সম্মান করতে পারে না তাকে আমি আপনার মত পেনাকা বয়কট করলাম আপনার তো সো আমি নিয়মিত দেখতাম বাট আপনার কাছ থেকে শেখার কিছুই নাই আপনি শুধু কিছু টাকার জন্য সোশ্যাল মিডিয়ায় এগুলো বলে বেড়ান জীবনে অনেক টক শো দেখলাম আপনাদের মত কিছু একটু চ্যানেল এসব লোকদের কারণে আমাদের বাংলাদেশ আজকে মোব কালচারে পরিণত হয়েছে আপনি আজকে যাকে নিয়ে কথা বলছেন তাকে আমি ভালো মানুষ হিসেবে বিবেচনা করি আপনার মত লোক আমার বাংলাদেশের উপকারের জীবনে আসবে না সেটা আমার বোঝা শেষ অতএব আপনার এগুলা দেখে মানুষ দিন দিন মপ সৃষ্টি হয় সমাজে এরকমই জিনিস কে আমি প্রাধান্য দেই না অতএব আপনাকে আমি বরকত করলাম বাংলাদেশ জিন্দাবাদ আপনার কাছ থেকে শেখার কিছুই নেই	None
10037602	ভাই আপনি একটা মাল এডিটর সাহেব পিনাকী দাদা উপরে 'আপনি একটি মাল' ছাপ্পা মাইরা দেন তো	None
10037603	মমতাজের বিএনপি ভার্সন	Political Hate
10037604	নির্বাচনের আগে রুমিন ফারহানার বিয়ে চাই	None
10037605	দাদা তো সব গোমর ফাঁস করে দিলো বাহ দাদা বাহ	None
10037606	কৃতজ্ঞতা দাদাকে	None
10037607	পিনাকী দা কুয়েট নিয়ে কথা বলেন	None
10037608	পিনাকী দা কুয়েট নিয়ে কথা বলেন	None
10037609	পিনাকী দা কুয়েট নিয়ে কথা বলেন ছয়মাস লেখাপড়া বন্ধ করে রাখছে হাজার হাজার ছেলেমেয়েরা বিলুপ্তি হয়ে যাচ্ছে শিক্ষকেরা৷ মানসিক ভাবে সমস্যায়পড়তেছে	Abusive
10037610	পিনাকী দা কুয়েট নিয়ে কথা বলেন	None
10037611	পিনাকী দা কুয়েট নিয়ে কথা বলেন	None
10037612	পিনাকী দা কুয়েট নিয়ে কথা বলেন ছয়মাস৷ বন্ধ কেন	None
10037613	বিএনপি আওয়ামীলীগ এর ভোটার টানতে চাচ্ছে আমার মতো হাজারো জন্মগত বিএনপির সাপোর্টার ভারতীয় নব্য দালাল বিএনপির পাছায় লাথি দিয়ে বেম্পি ছেড়ে বিকল্প খুঁজে নিয়েছে	Political Hate
10037614	দাদা চমৎকার বিশ্লেষণ করেছেন	None
10037615	একটা হারামজাদি ছুরি রুমিন	Profane
10037616	হালার এটা কোন কালার ওস্তাদ এটা কি বাঁশ দিলেন নামটা কন নির্বাচন ডা রুমিন ফারহানার বিয়ে হয়ে যাক	Profane
10037617	যা শুরু করছে বিএনপি একদিন বিএনপিকে ও দেশ ছাড়া করতে পিনাকী দাদা আন্দোলনের ডাক দিতে হবে অপেক্ষায় থাকেন গতকাল দেখলাম হাইব্রিডদের দিয়ে আমার উপজেলা কমিটি মিটিং করছে ত্যাগিদের কোন মূল্যায়ন করছে না যা খুবই দুঃখজনক	Political Hate
10037618	তোর কি ভাতার লগে ইন্ডিয়া  দুঃখের কথা বলা মাড়াইতেসো	Profane
10037619	মনের শান্তি লাগে বন্ধু রুমিন বেহায়া বেলাজা একটা খাচ্চর নোংরা ঘৃণিত লীগের রাতের খাবার কে এইভাবে সবকিছু তুলে ধরে ল্যাংটা করে দেওয়ার জন্য কৃতজ্ঞতা অসংখ্য	Profane
10037620	দাদা এতদিন পরে আমার মনের আরজি টা পুরন করলেন	None
10037621	এই মহিলাটা বিএনপিকে ধ্বংস করতেছে	Political Hate
10037622	রুমন ফারহানা ইন্ডিয়ার পারপাস সার্ভ করছে বিএনপি কে ব্যাবহার করে	Political Hate
10037623	এটা কি করলো পিনাকী দাদা  সবাইতো জেনে গেলো তার সাথে রাতে ১ জন লাগে এখনতো রুমিন ফারহানা রাতের রেট আরো বাড়িয়ে দিবে	None
10037624	ইনকিলাব জিন্দাবাদ	None
10037625	এতদিনে কাজ একটা আছে দাদা	None
10037626	বিএনপিকে সবাই বয়কট করুন	Political Hate
10037627	এই মহিলা আমার চোখের দেখা সবথেকে বড় মুনাফিক গাদ্দার	Abusive
10037628	রুমিন রা তো মনে করে বসেই আছেওরা ক্ষমতায় চলে গেছে	None
10037629	দাদা গোলাম মাওলা রনি আর রঙিন ফারহানা কি কোনোভাবে স্বামীস্ত্রী কিনা বাস্তবিক জীবনে না হলেও রাজনৈতিক প্রেক্ষাপটে এরা দুজন স্বামী স্ত্রী হতেও পারে একটু খোঁজ নিয়েন	None
10037630	এটা কি করলো পিনাকী দাদা  সবাইতো জেনে গেলো তার সাথে রাতে ১ জন লাগে  এখনতো রুমিন ফারহানা রাতের রেট আরো বাড়িয়ে দিবে	None
10037631	যে টকশো তে চাপাবাজী করে চলে তার আবার সম্মান	Abusive
10037632	এটা কি করলো পিনাকী দাদা  সবাইতো জেনে গেলো তার সাথে রাতে ১ জন লাগে  এখনতো রুমিন ফারহানা রাতের রেট আরো বাড়িয়ে দিবে	None
10037633	আরে রুমিন ফারহানা যে স্টারজলসার সদস্য ২ সমান ২ মিলে গেলো	None
10037634	রুমিন ফারহানা আওয়ামী লীগের পা চাটা শুরু করছে একটু শান্তিতে পা চাটতে দেন	Abusive
10037635	আমি কোনো দলের সাপোর্ট করি না বাট বুঝি যে এই পিনাকী একটা বদমাইশ ও ভেজাল ওষুধের প্রস্তুত কারক	Abusive
10037636	রুমিনকে খাইয়ে দিলেন	None
10037637	পিনা কি দাদা এই রুগি ফারানা আওয়ামী লীগের সাথে জোকস সাজস করে নির্বাচন করেছিল তারেক রহমান সাহেব নিষিদ্ধ করার পরও এমপির পথ গ্রহণ করে ভারপ্রাপ্ত প্রেসিডেন্টের কথাও অমান্য করেছিল একে দল থেকে বহিষ্কার করা দরকার	Political Hate
10037638	শেখ রুমিন রহমান	None
10037639	বিএনপিকে জুরা মারি	Political Hate
10037640	আওয়ামীলীগ এর শিকড় অনেক গভীরে প্রোথিত আছে দীর্ঘমেয়াদি পরিকল্পনার মাধ্যমে উৎপাটন করতে হবে	Political Hate
10037641	এই দেশ ধ্বংসস করে দেবে	Political Hate
10037642	রুমিনকে দেখতে শেখের অরিজিনাল মেয়ে মনে হচ্ছে এখানে	None
10037643	কিসের নির্বাচন  বিডিআর এর 57 জন কমান্ডিং অফিসারকে হত্যা করা হয়েছে আওয়ামীলিগের সহযোগীতায় আমার ভোটের অধিকার হরন করেছে আওয়ামীলিগ দেশের টাকা চুরি করে বিদেশে পাচার করেছে আওয়ামীলিগ হাজার হাজার দেশবাসীকে গুম খুন করেছে আওয়ামীলিগ  36শে জুলাই এর আগেপরে গনহত্যা করেছে আওয়ামীলিগ বিভিন্ন হত্যাকান্ডের রায় ছাড়া দেশে নির্বাচন হবে না” – যারাই বিচারের আগে নির্বাচনের পঁয়তারা করবে তারাই জাতীয় শত্রু হিসেবে চিহ্নিত করা হোক তাই বিচার হবে আওয়ামীলিগ ফুল সম্পূর্ন নিষির্দ্ধ হবে তারপরে নির্বাচন  এই জিললু এরা কিসের নির্বাচন চায়  পাঁচ বছর আগে কোন নির্বাচন নয় ব্যবস্থা নে	Political Hate
10037644	36শে জুলাইতেই 32 নং বাড়ীর প্রতিটা ইট খুলে নেওয়া হলে দিনটির পূর্নতা পেতো  এই বাড়ীকে কেন্দ্র করে ভারতীয় গেয়েন্দা সংস্থা ‘র’ আবার তার কার্যক্রম শুরু করবে  তাই দ্রুত এই বাড়ীর প্রতিটা ইট খুলে নেওয়া দরকার দেশের স্বার্থে  দেরী হলে দেশের বিপদ আছে  মাসুদ কামাল  রুমিন ফারহানা ফজলুর রহমান আপনাদের গা জ্বলে ক্যা  ভাংগা হয়েছে ঠিক হয়েছে 36শে জুলাই এর পূর্নতা পেয়েছে	None
10037645	যে ছবিটা এডিট করছে তারে জাতীয়ভাবে পুরস্কৃত করা উচিত	None
10037646	দাদা নির্বাচন আসার আগেই সব মুখোশ দারী ভারতীয় দালালদের জাতির সামনে উন্মোচিত করে দিন ভবিষ্যতে জাতি যেন বিশ্বাসঘাতকদের চিনে ভোট দিতে পারেন ভালবাসা নিরন্তর ইনকিলাব জিন্দাবাদ	Political Hate
10037647	রুমিন ফারহানার চেহারা বঙ্গবন্ধু বঙ্গবন্ধু লাগছে	None
10037648	আগে রুমিন ফারহানার বিয়ে তারপরে নিবার্চন	None
10037649	অনেক গুরুত্বপূর্ণ তথ্য জানতে পারলাম	None
10037650	প্রশাসন এবং আরো উচ্চতা কর্মকর্তা বলবে রুমি ফারহানা ভারতের গোয়েন্দা সংস্থার লোক কিনা বাংলাদেশের উচ্চতম কর্মকর্তা ডি জে তদন্ত করা উচিত সে শুধু আওয়ামী লীগের লোক না সে ভারতের এজেন্টে বাস্তবায়ন করতাছে ইরানের মতন বাংলাদেশ এমন অভিযান চালানো উচিত দাদাকে বলবো আপনি তার ডিটেলস দেন এবং গোয়েন্দা সংস্থা তার পিছে তন্দ করা হোক বাংলার মাটিতে ভারতে গোয়েন্দাগিরি চলবে না	Political Hate
10037651	নির্বাচন এখন চাই না	None
10037652	বাংলাদেশ জামাত ইসলাম	None
10037653	ভুলে আইসা গেছে তুক্কু	None
10037654	বিএনপিকে কেন সরকার থেকে পিটিয়ে নামানো হয়েছিল জনসম্মুখে উন্মোচন করা উচিত	Political Hate
10037655	বাংলার প্রত্যেকটা সচেতন নাগরিকের প্রতি আমার অনুরোধ আমরা আর কোন স্বৈরাচার চাঁদাবাজ দুর্নীতিতে বারবার চ্যাম্পিয়ন সন্ত্রাসীদেরকে আর আমাদের মূল্যবান ভোট দিব না ইনশাসৃষ্টিকর্তা	Political Hate
10037656	রুমিন ফারহানা অনেক জনপ্রিয় নেতৃত্বে একজন নারী তার জনপ্রিয়তা আকাশচুম্বী সুদর্শন কন্ঠে অধিকারী কিন্তু আমি রুমিন ফারহানার এই রকম বক্তব্যে কে সাপোর্ট করি না আমি রুমিন ফারহানা কে উনরোধ করবো এই রকম বক্তব্যে থেকে সঃযোতো হোও	None
10037657	দাদা রুমিনরে একটাবিয়ে দেওয়া জরুরী হয়ে পড়েছে বিয়ে না দেওয়া পর্যন্ত ওর মাথা ঠান্ডা হতিচে না সবসময় মাথা গরম থাকায় উল্টাপাল্টা বকে ভালো একটা ইন্ডিয়ান ছাওয়াল দেখে ওরে বিয়ে দিয়া দেন	None
10037658	এতো দিন তো আওয়ামেলীগের টাকায় চলছেন টাকা আসা বন্ধ হইছে বিধায় আপনাদের এতো জালা উঠছে একটা কথা মনে রাইখেন সামনে বিএনপি কে ও নিষিদ্ধ করা হবে আমরা বাংলাদেশের জনতা ও তাই চাই  বাংলাদেশে আওয়ামেলীগ আর বিএনপির ৫৭ বছরের নোংরা রাজনীতি জনগন আর দেখতে চায় না রুমিন ফারহানা আপনি ডইউনুস স্যার কে নিয়ে যা তা বলে গেছেন কিন্তু তবু তিনি কিছু বলেনি কারণ তিনি আপনার মতো সে সাইকো না টাকা খোর রুমিন ফারহানা বিএনপির ভাইরাস একটা এই রুমিন ফারহানা বিএনপির মেন মেন বড় বড় নেতা কর্মিরা ১০ বছর ধরে আওয়ামেলীগ এর টাকায় ভাগ নিয়ে বসে বসে দিন পার করছেন আর এই জন্যই আওয়ামেলীগের জন্য এত মায়া লাগে তাদের আওয়ামেলীগ বিএনপি সময় শেষ নতুন দলের নতুন বাংলাদেশ দেখতে চায় বাংলাদেশের মানুষ আওয়ামেলীগ আর বিএনপি যাতে আর কোন দিন ও বাংলাদেশের মাটিতে রাজনীতি না করতে পারে সেই ব্যবস্থাই যেনো করে ড ইউনুস স্যার  রুমিন ফারহানা কাউয়ার মতো চিৎকার করলেও আপনারে আর কেউ বিস্বাস করবে না বিএনপি তিনজন নেতার কারণে আগামীতে আর বিএনপি আর ক্ষমতায় আসতে পাবে না ১ নাম্বার মির্জা ফখরুল ইসলাম আলমগীর ২ ভারতের দালাল সালাউদ্দিন আহম্মদ ৩ রুমিন ফারহানা  এরা আওয়ামেলীগের খাষ পা চাটা কুত্তা ছিলো  উনারা ভাবতেন আমাদের নেতা তারেক রহমান দেশে আসতে পারে না খালেদা জিয়ার পা কবরে ঢুকে গেছে একটা ছেলেকে মেরুদন্ড ভেঙ্গে মেরে ফেলা হয়েছে বিএনপি কার উপর ভর করে উঠে দারাবে তার চেয়ে হাসিনা আপা আমাদেরযো যা অফার করেছে রাজি হইয়া যাই তা না হলে আমাদের বিএনপির বাকি কর্মিদের অস্তিত্ব আজীবনের জন্য মুছে ফেলবে আওয়ামেলীগ  সেই ভয়ে ১৫ ১৬ বছর বিএনপির কেউ কোন কথা বলেনি হাসিনা যা যা করছে মির্জা ফখরুল সাহেব তা মেনে নিয়ে ঘাপটি মেরে গাতায় ঢুকিয়ে বসে ছিলেন মানুষ এখ বেশ আপডেট আপনাদের মতো সাইকো না  প্রতি মাসে আওয়ামেলীগের কোটি কোটি টাকা খেয়ে নিহজদের দলটাকে বেশ আগেই জয় বাংলা করে দিয়েছেন আপনারা  এখন আইছে নির্বাচন করতে আগামীতে আপনাদের নিষিদ্ধ করলে সব চেয়ে খুশি হবে বাংলাদেশের জনগন	Political Hate
10037659	দাদা কি ছবি বানাইছে	None
10037660	ওর বিয়া চাই নির্বাচন পরে	None
10037661	২য় মমতাজ হয়ে উঠতেছে রুমিন	None
10037662	দাদা এমন করে কাউকে কিছু বলা কেমন জানি লাগে	None
10037663	সমগ্র বাংলাদেশে সামরিক আইন মার্শাল ল জারি করে সেনাবাহিনী নামিয়ে দিতে হবে অপরাধগুম খুন ধর্ষণ বাপ বাপ করে পালাবে ঘরে ঘরে মাবোন দুর্গ গড়ে তুলুন  জয় বাংলা	Political Hate
10037664	আহহহ এত মজা কেরে সেই স্বাদ গো দাদা	None
10037665	গত ১৫ বছর টকশোতে আসাযাওয়ার সময় শামীম ওসমান লিপ্ট দিত এখন তো আর উনি নাই	Abusive
10037666	নতুন কন্টেন্ট ক্রিয়েটরদের দেখতে চাই	None
10037667	রুমিন ফারহানারা হলো রাজনীতির বেশ্যা	Abusive
10037668	পিনাকী ভাই কে	None
10037669	রুমিন ফারহানা হলো আওয়ামী দালাল	Abusive
10037670	যার নেই কোনো গতি সে করে রাজনীতি	None
10037671	ব্যারিস্টার রুমিন ফারহানা তার ব্যবহারের জন্য তাকে সফলতা বাংলা করে দেওয়া হোক ইনকিলাব জিন্দাবাদ	None
10037672	ইনকিলাব জিন্দাবাদ	None
10037673	খুব ভালো দিয়েছেন	None
10037674	সেই হয়েছে দাদা সেই হয়েছে	None
10037675	আগে বিএনপির মধ্যে রুমিন পরহানা কে ভালো মনে করতাম দাদা আজকে একেবারে ক্লিয়ার করে দিল কৃতজ্ঞতা দাদা মুজিব কোটে ভালো লাগছে শেখ রুমিন পরহানা	None
10037676	এমন গঠনমুলক আলোচনা কেবল আপনার মাধ্যমেই সম্ভব আপনার ভিডিওর অপেক্ষায় থাকি	None
10037677	কাকা আপনি সত্যিটা উন্মোচন করেছেন	None
10037678	ঠিক জায়গায় বাঁশ দিছেন ভাই	Abusive
10037679	মনের ইচ্ছা পূরণ করলেন দাদা	None
10037680	উনি যে পারটেক্স এর এমডির কোলে বসে ছবি তুলছিলেন সেটা দেখান ভাই	None
10037681	সিল টা সেই লাগছে	None
10037682	বিএনপি দলের পদ পেতে টাকা দিলেই হয়	Political Hate
10037683	আগেই বলেনি সব থেকে ভালো লাগছে ডায়নিটার ছবি এডিটকরাটা পিনাকী দাদাকে অসংখ্য কৃতজ্ঞতা	None
10037684	ইউনুস স্যার যদি এক ঘন্টার জন্য হাসিনার মুখুস পরে নিত তাহলে রুমিন ফারহানের অবস্থা কি হতো মঞ্চে ইউনুস স্যারের দুর্নাম করতে প্রার্থনা	Abusive
10037685	রুমিন ফারহানার আসল নাম হোল আওয়ামী লীগ বিএনপি লিওন উরুফে দালাল লিওন	Political Hate
10037686	বাস টা একটু ভালো করে দিতেন দাদা এটা দিয়ে তো আর কিছুই হবে না প্রথম নির্বাচন ছাড়া কিছু বোঝেনা ওকে নির্বাচনের বদল বাঁশ দেওয়া দরকার	Political Hate
10037687	যারা পিনাকী ভট্টাচার্যের চ্যানেল দেখেন তারা কাফির মহানবী স বলেছেন যদি কোন কানকাটা হাফসি মুমিন ইসলামী নিয়ম মেনে চলে তবে তোমরা তার অনুগত থাকিও পিনাকী তো মুমিন নন ইসলামী নিয়ম মেনে চলে না তিনি নাস্তিক তার স্ত্রীও নাস্তিক মুসলিম ছেলেমেয়েরা পৌত্তলিকদের বিয়ে করলে সে বিয়ে হারাম কাজেই পিনাকী তার স্ত্রী পরিচয়ের মহিলাকে নিয়মিত ধর্ষন করছেন এবং তার স্ত্রীর যেনা করার পাপ হচ্ছে এমতাবস্থায় একজন নাস্তিকের কথা শুনে যারা পুলকিত হয় উজ্জীবিত হয় তারা কাফির তাদের নামাজরোজা কোনো কাজে আসবে না	Religious Hate
10037688	তাকে বিয়ে দিয়ে দেয়া হোক নাহলে পাগলামি আরও বেড়ে যাবে	Abusive
10037689	আমি আপনার মতামতে সম্পুর্ণ একমত পোষণ করছি সাংবাদিক আহাদ নীল সিলেট জেলা থেকে কৃতজ্ঞতা	None
10037690	রুমিন ফারহানার আমার মনে হয় পাছায় ব্যথা কেউ একজন বিদেশ থেকে আসলে তার ব্যাথা সেরে যাবে	Abusive
10037691	রাজনীতিবিদ সব অসত্যবাদী আর পল্টিবাজ	Political Hate
10037692	রুমিন পায়খানা কে পাবনায় পাগল খানায় পাটানো হোক	Abusive
10037693	রুমিন পায়খানা কে বিএনপি থেকে বহিষ্কার না করলে বিএনপি আগামী নির্বাচনে ভরা ডুবে হবে নাস্তিক ফজু পাগলা মরা জানাজার নামাজ পড়ানো হবে না চিতায় পোড়ানো হবে	Abusive
10037694	রুমিন ফারহানাকে বাশ দেওয়া হোক অনেকেই দেখতে চাচ্ছিলো দাদা তা দিয়ে দিলো	Abusive
10037695	মানুষের মুখুশ খোলার জন্য দাদা সেরা রেহ	None
10037696	রুমিনকেও ঐ কাম করতে কেউ তাকায়ও না	None
10037697	বাঁশটা সেরা ছিল	None
10037698	নকল বিএনপির জন্য আতংকের আরেক নাম পিনাকি ভাট্টাচার্য	Political Hate
10037699	ভারতের দালাল আরেকটি পাওয়া গেল	Abusive
10037700	দাদা রুমিন ফারহানার ছবিটা সেই হয়েছে মাশা সৃষ্টিকর্তা	None
10037701	দাদা বাংলাদেশে এমন অনেক দেশদ্রোহী আছে যা আমাদের নাগালের বাইরে	Abusive
10037702	ভয় তো পাবেই আগে তো ছাত্রলীগের সাথে ছিল এখন তো আর নাই উনি এখন একা হয়ে গেছে	Political Hate
10037703	লীগের পোলাপান যে উনার বাসার নিছে আইসা গালাগালি করতো উনার জানালা ভেঙে দিতো উনার গাড়িতে ​আক্রমণ করতো সেটা মব না নাকি সেটা সুখ	Political Hate
10037704	পিনাকী হলেন জনগণের কণ্ঠস্বর	None
10037705	দাদা এ বদমাশটাকে নিয়ে আরো আগে একটা ভিডিও বানানোর দরকার ছিল	Abusive
10037706	রুমিন ফজলু হারূন ২০১৮ এমপি দুদু আব্বাস গংরা হিরো আলমের চেয়েও	Abusive
10037707	কৃতজ্ঞতা প্রতারকদের মুখুস উন্মোচন করার জন্য	None
