10018643	সাবাস শেখ হাসিনা বাংলা ভাষায় এগিয়ে যান আমার মায়ের ভাষা	None
10018644	আল্লাহ আমাদের সকলকে রক্ষা করুন	None
10018645	কাতার জিন্দাবাদ ইনশা আল্লাহ কাতার জিতবেন	None
10018646	হা হা হা পাকিস্তান এবং লন্ডনের পরিকল্পনার সমস্ত দেশে রাজনৈতিক গাধা রয়েছে	Abusive
10018647	এখন যারা নির্বাচনে শ্রমিক হিসাবে কাজ করছেন তারা যখন তাদের দল ক্ষমতায় যায়, তারা জনগণের লোক হয়ে উঠবে	Political Hate
10018648	এই শীতে যারা জলে আছেন তারা সবাইকে রক্ষা করার জন্য সর্বশেষ দেবতা	None
10018649	বাংলাদেশের মূল চিত্রটি এটি করতে হবে	Abusive
10018650	আলহামদুলিল্লাহ হওয়া উচিত ছিল	None
10018651	বিবিসি	Political Hate
10018652	বাংলাদেশের নায়ক হলেন নীরব কমিশন এবং বাংলার লোকেরা আজ ভোট দিতে পারে না, তবে সীমান্ত কমিশন কেন ব্যস্ত।	Abusive
10018653	দুর্নীতিবাজ মন্ত্রী	Abusive
10018654	ইমরান সরকার চায়	None
10018655	আমাদের পুলিশ ভাইরা সব পারেন	None
10018656	মাফিয়া মেসি টাইম ম্যাগাজিনও কিনেছিলেন	Abusive
10018657	শুদু শাকিব আফিপ মেহদী এনামুল সাব্বির এই পাঁচ -ফাইভ -জার্ক খেলা এশিয়া কাপ বাংলাদেশের সাথে একটি ভাল খেলা	None
10018658	আমি রাজবাড়ি জেলা থেকে বলছি যে আমি ভোটারকে ভোট দিতে পারি।	Political Hate
10018659	বাইক দুর্ঘটনা বাইক দুর্ঘটনা না দেখে কেবল সরকার এগুলি দেখতে পায় না এবং বাস দুর্ঘটনা এবং বাস দুর্ঘটনা বাইকারদের ক্ষতি।	None
10018660	ফিতা রেট	None
10018661	যারা সকলের সহযোগিতা চেয়েছিলেন তারা তাদের সাথে সহযোগিতা করবেন।	None
10018662	বাংলাদেশে অংশীদারকে নেওয়ার আগে গতকাল তাকে বাদ দেওয়া হয়েছিল এবং বাংলাদেশের খেলোয়াড় জেট সুজাগ পান এবং দেশের খেলোয়াড় তা পায় না।	None
10018663	বিশেষজ্ঞরা বাংলাদেশকে ইউনাইটেড ইন্ডিয়া বানানোর জন্য টিভি রানা দাশগুপ্ত আনছেন, তিনি দেশপ্রেমের সংজ্ঞা শেখাতে আসছেন।	Abusive
10018664	একটি খারাপ খেলা ধরতে এবং মাছটি ধরতে এবং তারপরে আরবীয় আমিরাতের সাথে মাটিতে পড়ে এই পরিস্থিতি বিশ্বকাপে এই পরিস্থিতি কী খেলবে।	Abusive
10018665	যদি সহযোগিতা করা ড্রোনটিও তৈরি করতে পারে	None
10018666	এটি আপনাকে আরও ভাল করে তুলেনি	None
10018667	বাউলের ​​লোকদের প্রকৃতি সর্বদা আরও বেশি কথা বলছে এবং প্রতিটি শব্দের উত্তর এবং সর্বদা নিজেকে ব্রান্ট হিসাবে ভাবেন এবং একমাত্র স্বর্গীয় দাসকে এত বড় ভাবা উচিত, তারপরে হঠাৎ করে রিজার্ভটি যেখানে মিথ্যা বলা হয় সেখানে যখন ব্যক্তিগত আক্রমণ ধরা পড়লে ধরা পড়ে তখন চাপ দেওয়া হয়।	Abusive
10018668	পেটের মন খারাপের গ্যারান্টি 1	None
10018669	সরকারের পদত্যাগ করা দরকার	Political Hate
10018670	বাজারের পরিস্থিতি এবং লোকেরা আপনাকে কী বলে তা দেখুন	None
10018671	নাম টি রিয়াল মাদ্রিদ	None
10018672	তারা এই জায়গাটি খালি করবে এবং নতুন বিল্ডিং তৈরি করবে এবং নতুন বিল্ডিং তৈরি করবে, খুব বেশি দেরি নাও হতে পারে, এটি শোনা যাবে যে ব্যাংমার্কের মতো 4 -স্টোর শপিং কমপ্লেক্স থাকবে।	None
10018673	ধোঁয়া না জেনে কথা বলা ঠিক নয়	Abusive
10018674	ব্রোকার টিভি চ্যানেল	Abusive
10018675	এর পরে এত মাছ এবং খুচরা বাজারে মাছের দাম কমেনি	None
10018676	শালাদকে গনপিটুনি দেওয়া উচিত ছিল	Profane
10018677	আল্লাহর শাস্তির আশঙ্কায় জাহান্নামের আগুন অনেক বেশি ভয়াবহ হবে	None
10018678	জুতো পুষ্পস্তবক ব্রোকার হাসিনা এবং টাইম টিভি কে 2 মাখন দিন	Profane
10018679	স্নেহ স্পর্শ করা আমার প্রিয় সিরিয়ালটি আমি আপনার তারার সাথে মেলে চাই	None
10018680	এই সংবাদটি বেশ সময় -সময় টিভি সুদু গুজব	Abusive
10018681	কে স্বতন্ত্র দল, তারা সবাই আওয়ামী লীগের নেতা, তারপরে কে তাকে জানায় যে অন্য দলের পক্ষে ভোট দেয় এমন দলের পক্ষে ভোট দেয় না।	Political Hate
10018682	আদালত জানে যে গাড়িটি ব্যবহার করে জনসাধারণ	None
10018683	তারা শান্তিপূর্ণ সাংবাদিকদের মধ্যে সন্ত্রাসী বা সামান্য লড়াই ছিল, কিন্তু পুলিশ সন্ত্রাসবাদী কার্যক্রমকে ভাল পুলিশ দেখতে পেল না।	Abusive
10018684	প্রথম 20 সেকেন্ড সবেমাত্র নষ্ট	None
10018685	কে হবে সরকার যিনি দেশটি পরিচালনা করবেন সে দেশের জন্য একটি খারাপ দিন কারণ দুটি জলের কোনও দলই সাধু নয়	Political Hate
10018686	এই শাহাবাজ শরীফ পাকিস্তান ধ্বংস করছে	Political Hate
10018687	সমস্ত দাদা	None
10018688	মেগাস্টার শাকিব খান এবং ভাবী অনেক বেশি	None
10018689	কোথায় বাংলাদেশের খবর	None
10018690	2 মিনিট 5 সেকেন্ড এই সংবাদটি খুব ভাল তবে আমি বিজ্ঞাপনটি দেখে হতাশ।	None
10018691	কী অদ্ভুত কারখানাটি ফ্যাক্টরের শান্তি প্রচার করবে	None
10018692	এই দেশগুলিতে কি ঘটছে	Abusive
10018693	জিএম কাদের শালা, একটি সুদূর -ফ্লুং কুওয়া, একবারে একটি জিনিস বলার কোনও মূল্য নেই	Profane
10018694	হে আল্লাহ, আপনি হেফাজত আমিন এবং ইস্রায়েল ধ্বংস হক আমিন এবং জো বিডেনের রাষ্ট্রপতি আমিনকে রক্ষা করেন।	Religious Hate
10018695	প্রত্যেকে এইচএসসি পরীক্ষার্থীদের জন্য প্রার্থনা করবে	None
10018696	ইরাক আপনি কেন চুপচাপ দু'জন লোক চুপ করে বলে বলছেন	None
10018697	বোকা ইসলামিক মেয়েটি দীর্ঘকাল ধরে বেশি দিন পছন্দ করে না এবং আমাদের হারিয়ে যাওয়া গরু কোথায় তা বুঝতে পেরে বোকা ভাল লাগবে।	Religious Hate
10018698	তারা সবাই জামায়াত এবং শিবির	Political Hate
10018699	এবার ২ জন পাথরে যান।	None
10018700	ব্রাজিল মানে পাগল গার্ট	Abusive
10018701	আপনি এমনকি একটি ম্যাচ জিততে পারবেন না	None
10018702	এই জাতীয় নেতা বাংলাদেশ কখনও আমারাজয় হাসিনা গ্রহণ করবেন	Political Hate
10018703	24 ঘন্টা পরে খবর	None
10018704	কমিশনের মাথা দরকার	None
10018705	আমি আপনার বিজ্ঞাপনটি এমন এক জায়গায় দেখেছি যে আপনি একজন ব্যক্তির সাথে কথা বলেছেন যে তিনি লোককে কানাডায় প্রেরণ করেন এবং বলেছিলেন যে এমএএ কানাডায় যেতে পারে 25,000 টাকার জন্য।	None
10018706	এগুলি সবই শুয়োরের মাংস বি এমজি -র বেবি কুকুরের শূকর, এমনকি তাদের সকলের সাথে পাওয়ারের লোভ সহ।	Profane
10018707	এই জাতীয় গল্পগুলি বাংলাদেশের প্রতিটি ঘরে রয়েছে	None
10018708	সমস্ত মুসলিম দেশ ফিলিস্তিনকে একত্রিত করার জন্য যুদ্ধের আহ্বান জানিয়েছে	None
10018709	হে মহান God শ্বর আপনাকে সকলকে রক্ষা করুন	None
10018710	আমেরিকা নামক কুকুরগুলি কুকুরের কুকুরগুলিকে দেখছে না যে জাতিসংঘের একটি হিজরা দলে ইরানে কী ঘটছে	Profane
10018711	অশ্লীল	None
10018712	মা -ইন -লাউ যারা সেখানে থাকেন	Profane
10018713	জাতি জানতে চায় কে বা কে এই অর্থ পাচার করেছে	None
10018714	আপনার বাবা কি বলতে পারেন না আমাকে বলতে পারেন না	Abusive
10018715	যখন এর গলার শব্দ শোনা যায়, লোকেরা এখন সেখান থেকে উঠে আসে	Abusive
10018716	কাজিন ভাই কোথায়	None
10018717	মাইমেনসিংহের বাসিন্দা গর্বিত	None
10018718	পাকিস্তান মানে বিনোদন চাল পাওয়ার জন্য কোনও চাল নেই।	Political Hate
10018719	আমরা শ্রীলঙ্কা স্থান দখল করছি	None
10018720	ব্রোকারেজ করতে টিভি এবং আওয়ামী লীগ টিভি	None
10018721	ওসিলা জীবনের শব্দ নয় জীবনের মালিক	None
10018722	পাকিস্তান থেকে বড বিমাম আমরা আমাদের বাঙালি দেশ দিয়েছি	Abusive
10018723	নির্লজ্জ লোকটা পুলিশের ভাবমূর্তী নষ্ট করেছে	Abusive
10018724	পাপান কুতার বাচ্চা ক্রিকেট শেষ করেছে	Profane
10018725	এটি বারে অবিচ্ছিন্নভাবে রাস্তাটি অতিক্রম করতে সক্ষম হবে	None
10018726	আলহামদুলিল্লাহ সাব্বাস পুতিন দাদা	None
10018727	ত্যাগ	None
10018728	হতে পারে এটি সরকার বা সরকারের জন্য টার্নিং পয়েন্ট	Political Hate
10018729	3 বছর বা	Profane
10018730	অনেক	None
10018731	বন্যার কারণে, আজ লক্ষ লক্ষ মানুষ বন্যা অঞ্চলের জনগণের সম্পর্কে উদ্বিগ্ন নয় এমন লোকদের হৃদয়ে ক্ষতিগ্রস্থ হয়েছে, তাই আমরা অন্যান্য বন্যার জনগণের সিলেট বাসিন্দাদের লোকদের নিয়ে চিন্তিত নই এবং দেশের দেশের দেশের নির্মাণ এবং চীনের সাথে টেস্টা বার্জকে বাদ দেওয়া।	None
10018732	বাংলাদেশ ক্রিকেট আর্জেন্টিনা ফুটবল এবং শাবানার বাঙালি সিনেমা ঝামেলা ছাড়া কিছুই দেয়নি	Abusive
10018733	ট্রেলারটিতে গুলি চালানোর ক্ষমতার আইন কেবল আমাদের দ্বারা খারাপভাবে দুঃখ পেয়েছে এমন লোকদের জন্য নয়, তবে বোঝা যাচ্ছে যে অপরাধী আইনটির শাস্তির দাবি করছে।	Abusive
10018734	অন্যটির সমালোচনা হ'ল আমরা বাঙালিদের রক্তের সাথে মিশ্রিত করেছি যে এটি একটি আশ্চর্যজনক।	Abusive
10018735	হুসেন মুহাম্মদ এরশাদ ম্যান্ডার নায়দালাল সালালের নায়দালাল সালাদতপপতকে বিক্রি করে দু'বারের একজনের দ্বন্দ্বের ক্ষেত্রে গুরুত্বপূর্ণ ভূমিকা পালন করেছিলেন।	Profane
10018736	আমি একজন প্রবাসী আমি রেমিটেন্স পাঠানো বন্ধ করে দিয়েছি কারণ সরকার আমার অর্থ বিদেশে পাচার করেছিল যাতে সমস্ত প্রবাসীরা সরকার না পড়লে এবং আমাদের প্রবাসী মুনাফা বৃদ্ধি না করা পর্যন্ত কেউ অর্থ প্রেরণ করবে না কারণ ডলারের দাম বাড়বে।	Political Hate
10018737	পেট্রোল রান্নার চুলা থেকে সমুদ্র নন্দিনী পর্যন্ত একটি খুব বিপজ্জনক জ্বালানী।	None
10018738	শেখ হাসিনার অধীনে কোনও সুষ্ঠু নির্বাচন হবে না	Political Hate
10018739	ব্যয় করতে মায়ের সাথে কথা বলুন	None
10018740	আমিনের God শ্বরের আশীর্বাদ গ্রহণ করা উচিত	None
10018741	বলের প্রতিবেদনটি খুঁজে বের করবে বা প্রতিবেদনটি খুঁজে পাবে বা মেসি রোবট বা না তিনি একজন মানুষ	Profane
10018742	বাবা বাবার ভাইয়ের সাথে তুলনা করেছেন	Abusive
10018743	ছাগল	Abusive
10018744	চুন্নু কাদের অন্যের সমঝোতায় সমস্ত অর্থ হত্যা করেছিল	Abusive
10018745	কাপোররা এখন বাস থামায় না কারণ আমরা রাজনৈতিক প্ল্যাটফর্মের মানুষকে বুঝতে পারি।	Political Hate
10018746	কেন এটা আমার উপর এত আঁকছে	None
10018747	আপনি যদি দ্বিতীয় নম্বর প্রতিবেদনটি বুঝতে পারেন তবে আপনি যখন এটি বুঝতে পারবেন তখন আপনার উত্তর দেওয়া উচিত	Abusive
10018748	আপনি আইনটি ঠিক করেছেন তবে আপনার কমলারা আইনটি কার্যকর করেনি	Abusive
10018749	জি সুন্দর পাশো করেছেন	None
10018750	মাদ্রাসার নামে এটি করে	Religious Hate
10018751	আমরা আর কি চাই	None
10018752	টেলিভিশন ওমর ইনান ভাইকে উপস্থাপনাটি ফিরিয়ে আনার সময়কে অনেক ধন্যবাদ	None
10018753	এই ব্যাংক আরও খারাপ	None
10018754	সরকার যারা ভাল কল করে যাকে সরকার জনগণকে ডেকেছে	Political Hate
10018755	তুরকিউই রাষ্ট্রদূত হলেন একজন প্রতারণামূলক ব্যক্তি, তোরকিয়ে দূতাবাসে ভিসা দেওয়ার আগে ভাবেন	None
10018756	সবাই এখন মার্কিন যুক্তরাষ্ট্রের নিয়ন্ত্রণে রয়েছে	Political Hate
10018757	শেখ হাসিনার মায়ের মাথা হ'ল রত্ন পাথর খানকির পুতুল	Profane
10018758	বিশেষত যারা আমাদের বাংলাদেশের সিলেট বাসিন্দাদের বলছেন, আপনি সর্বদা আপনার জীবনের সুরক্ষা সম্পর্কে সচেতন, অন্যথায় বাড়ি এবং হুমকিগুলি আবার গত বছরের মতো হতে পারে কারণ এই বন্যা বন্যা হতে পারে কারণ গত বছর ভারত তিস্তা নদী ছেড়ে বাংলাদেশকে দিয়েছিল।	None
10018759	রাশিয়া এবং মার্কিন যুক্তরাষ্ট্র তেলতে তেলতে তেল মেরে ফেলবে t এটি মজাদার হবে।যদি আইক্কাওয়ালা আপনাকে বাঁশ দেয় তবে কিছুটা স্বাচ্ছন্দ্য হতে পারে।	Abusive
10018760	দৌড়ানোর জন্য দেশে সরবে না	None
10018761	আলহামদুলিল্লাহ তৃতীয় মেয়াদে আবার তুরস্কের রাষ্ট্রপতি নির্বাচিত হয়েছিলেন, রেসেপ তাইয়িপ এরদোগান	None
10018762	তারপরে আমি বুঝতে পারি যে আরব দেশ যদি তেল গ্যাস বিক্রি বন্ধ করে দেয় তবে আমেরিকা এবং ইউরোপ দু'দিনের মধ্যে দরিদ্র হয়ে উঠবে, আসলে তারা চুরি করে সম্পদ অর্জন করেছে।	Abusive
10018763	ভারতীর পররাষ্ট্রমন্ত্রী এবং বাংলাদেশের সাথে ভারত বাংলাদেশের সম্পর্কের ভারতের বাংলাদেশের সম্পর্কের সাথে কোনও সাদৃশ্য নেই এখন এটিই রোলমডল যা দেশে কেবল এই বিষয়, ভারত কেবল ফ্যাসিবাদী আওয়ামী লীগের সাথে সম্পর্ক গড়ে তুলেছে।	Political Hate
10018764	আমি মাথা লাইন দেখে অবাক হয়েছি	None
10018765	যদি মুক্ত হবে	None
10018766	নামটি মে বে নামটি টিক দিতে পারে না	None
10018767	সবার জন্য	None
10018768	শালা লুঙ্গি বাহিনী খেলতে লুঙ্গি হওয়ার পরে আপনার জার্সিগুলি পড়তে লাভজনক নয়	Profane
10018769	আমরা কো ভুদা চুটা যাই না	Profane
10018770	আমাদের ভারত ভারতে কী হবে	Political Hate
10018771	বিশ্বাসী ভারতের এক চামচ	Abusive
10018772	রনি খুব সিনিয়র	None
10018773	বাংলাদেশের লোকেরা বাকী ইতিহাস দেখিয়েছিল	None
10018774	উদ্ভিদের বিলুপ্তির কারণে, তাপমাত্রা বৃদ্ধি পায় এবং বর্ষাকাল তৈরি করা মানবতাকে পৃথিবী সংরক্ষণের জন্য পৃথিবী রোপণ করতে চলেছে, সরকারে বড় গাছ লাগানো।	None
10018775	ভারতের দুটি যুদ্ধের বিমান আজ ক্রাশ করছে	None
10018776	যদি বাংলাদেশে হিন্দুদের উপর অত্যাচার করা হয়, তবে কেন ভারতের প্রভাবশালী সহিংসতা, কেন সহিংসতা বাংলাদেশীদের হিন্দুদের দ্বারা পরাজিত করা হয়, কেন আপনার ভারতে এমন সহিংস সহিংসতা রয়েছে।	Religious Hate
10018777	আমি কত রঙ দেখেছি	None
10018778	সব কিছুর দাম সুবিধাজনক হবে	None
10018779	যারা অবৈধ সম্পদ অর্জন করেছেন তাদের কাছে কেন বাজেয়াপ্ত করা হচ্ছে না	None
10018780	তাইজুল ইসলাম নাসুম আহমেদ নাসুম নাসুম উইকেট টেকার বোলার বা তাইজুল কামিম তামিম এবং নাসুম কে শাকিবকে পছন্দ করেছিলেন তাই তাইজুলকে বিশ্বকাপে বাদ দেওয়া হয়েছিল।	None
10018781	নখালী ওবায়দুল কাদের স্যার চিতাংয়ের ভাষা বুঝতে পারে না	None
10018782	কার বাংলা হোটেলে রাখা ডিবি অফিসের নাম।	Abusive
10018783	দ্য নিউজ দ্য নিউজ দ্য নিউজ থাম্বনেইলস দেরিতে	Abusive
10018784	সময়	None
10018785	মাঠের বাইরের সমস্ত লোক হলেন বাংলাদেশি	None
10018786	সময় টিভি ফল খাচ্ছে।	None
10018787	মনপুরাকি ফিল্ম নাটক ছবি বলতে থাকে	None
10018788	ইলেক্টা	Profane
10018789	আল্লাই কেন এই বাচ্চারা এটিকে এভাবে তৈরি করেছিল	None
10018790	যদি তা না হয় তবে আপনাকে হল ছেড়ে যেতে হবে	None
10018791	ইসলাম হেটার আলহামদুলিল্লাহ ম্রিনাল কান্তি দাসের পরাজয় অন্তত মুসলিম জাতি আনন্দিত	Religious Hate
10018792	সর্বদা মনে রাখবেন যে এই ক্ষণস্থায়ী বিশ্বের চকচকে আমাদের পরবর্তীকালের কথা ভুলে যাওয়া উচিত নয়।	None
10018793	সর্বশেষ খবরটি সেউর কামাল ডি টাইম নিউজ	None
10018794	বাংলাদেশ সেনাবাহিনীকে আরও শক্তিশালী হতে হবে এবং দেশের জনগণকে ভালবাসা এবং অর্জন করতে হবে এবং অর্জন করতে হবে	None
10018795	টিকিট দেওয়া যেতে পারে হা হা রিঅ্যাক্ট	None
10018796	জন্ম	None
10018797	বাকী মুসলিম দেশগুলি এই দিনের পক্ষে নেই এবং এখানে মুসলমানরা পিছিয়ে পড়ছে এবং পশ্চিমা বিশ্বকে সহজ ক্ষতিগ্রস্থদের শিকার করা হচ্ছে।	Abusive
10018798	যদি আসনটি বাকি না থাকে তবে জাতীয় দলের বিরোধীরা কীভাবে জাতীয় দলটি আসনটি না পেতে পারে তবে কেবল পাঁচটি আসন পেতে পারে, তবে বিরোধীদের বিদেশ থেকে ভাড়া নিতে হবে, এই জাতীয় পরম আসনের চিন্তাভাবনা রেখে জাতীয় দলকে আরও আসন দেওয়া হবে।	Abusive
10018799	টাইম টিভি হিরো আলম শালার হারকে মানিয়ে নিয়েছেন	Profane
10018800	পাকরুল একটি মানসিক ভারসাম্য হারাচ্ছেন বা দিনের একটি ভ্যাকসিন কখনও কখনও মামা এবং কখনও কখনও আবার কাঁদতে থাকে।	Abusive
10018801	আপনার বাবার টাকা কেন?	Abusive
10018802	রায় এই সরকারকে বিক্রি করা হয়েছে	None
10018803	যারা আজ দক্ষিণ কোরিয়াকে সমর্থন করেছেন তাদের প্রত্যেকে	None
10018804	সব	None
10018805	অবিশ্বাসীরা বুঝতে পেরেছিল যে মুসলমানরা পেপসি কোক শিশির বয়কট বুঝতে পারে না	Religious Hate
10018806	শাকিব আল হাসান দ্বৈত নাগরিক	None
10018807	সুইটি আর অভাবী নয়	None
10018808	আপনার শব্দ এত কম কেন	None
10018809	সাদিক আবদুল্লাহ কেমন আছেন মেয়র	None
10018810	লোকে চিনি কেনার জন্য টাকা নেই এবং আপনার খঙ্কি মাগি বাচ্চাদের সাথে মারা যাওয়ার জন্য একটি বাইক রয়েছে	Profane
10018811	ফিলিস্তিন সম্পর্কে অনেক ধন্যবাদ	None
10018812	নাকুল কুমার দাদাকে অনেক ধন্যবাদ অনেক অজানা জিনিস আমি তাঁর মুখ থেকে জানতে পেরে খুশি এবং সবাইকে জানার জন্য অনুরোধ করি।	None
10018813	ভারতীয় পররাষ্ট্র মন্ত্রণালয় বলেছে যে কানাডা যদি ভারতীয় কূটনৈতিক সম্প্রদায়ের পিছনের কাপড় জনগণের কাছে প্রকাশিত হবে তা দেখানোর জন্য কানাডা যদি ভারতের মতো তথ্য দেখায় তবে কানাডা তাদের তথ্য দেয়নি, তবে ভারতীয়রা তাদের লজ্জায় কোনও লজ্জা পায় না।	Political Hate
10018814	আমরা হিন্দিকেও জানতাম, যিনি জানেন না যে এটি উর্দু এবং আমরা জানতাম না যে পাকিস্তান দল জানত না যে আমরা ইংরেজি জানি।	Profane
10018815	ভারতের লক্ষা গভীর মিনিকয় গভীর মালদ্বীপের উচিত কারণ শ্রীলঙ্কার ভারত মহাসাগর দ্বারা অনেক প্রদীপ দখল করা হয়েছে, এবং ভারত ভারতকে নৌবাহিনী সেনা বিমান পাঠাতে ভারতকে প্রেরণ করবে এবং একবার মালদ্বীপ সহ আরও কিছু দেশকে মিয়ানমার দখল করতে হবে।	None
10018816	সমস্ত বয়সে নম্রতার শিক্ষার জন্য লজ্জা পাওয়া গুরুত্বপূর্ণ।	Abusive
10018817	তারা যে মর্মান্তিক সময়ের সাথে অভিনন্দন জানায় তার করুণ সময়	None
10018818	কাদিয়ানি সম্প্রদায়ের মুসলিম দাবির সমস্যা নিয়ে সমস্যা হ'ল কাদিয়ানী সম্প্রদায়ের পরিচয়, তাদের মুসলমানদের বাদ দিয়ে কাদিয়ানী সম্প্রদায়ের পরিচয়।	None
10018819	মোস্তফা কামাল কমিলা চুল এবং না	Profane
10018820	অনুমতি দেওয়া হলে তাদের বাইকের ইউনাইটেড সাউন্ডে টার্নেল কেপ না দেওয়া ভাল।	None
10018821	কোন দিন জিতবে না	None
10018822	ফখরুল আওয়ামী লীগের একটি ছেলেকে ছিটিয়ে দিতে সক্ষম হবেন না	Profane
10018823	এই ভারতীয় নাটকগুলি বন্ধ করে দিন	None
10018824	আমি চাই আপনি বাংলাদেশের প্রতিরক্ষা করুন	None
10018825	মামাতা বোন	None
10018826	রাজস্থান রাজস্থান	None
10018827	God শ্বর সমস্ত শক্তিশালী বাংলাদেশ রক্ষা করবেন	None
10018828	এই নাটকটি আমি আরও একবার দেখেছি ভাল	None
10018829	আগামীকাল কিছুই করা হবে না সব ভুলে যাবে	None
10018830	আপনি যখন বাংলাদেশকে ধ্বংস করতে এসেছিলেন, আপনি নিজেই ধ্বংস হয়ে গিয়েছিলেন	Abusive
10018831	এখন দৌলতিয়া সেক্সে যান এবং বিভিন্ন লোকের জন্য চেক করুন।	Sexism
10018832	বালের খবর শুনে শুনে একজন বলেছেন যে ইমরান বলছে যে কেউ বালের সংবাদ পড়ছে, কেউ সঠিক সংবাদ জানে না।	Profane
10018833	গরু না খেললে বাংলা মারা যাবে	None
10018834	ছাগল মার্কা অ্যাড্রে ভাই এবং লোকেরা বিজ্ঞাপন তৈরির জন্য বিজ্ঞাপনটি পায়নি	Abusive
10018835	অভিনয় করার জন্য কোথায় নেওয়া হয়	None
10018836	ভিক্ষা করে কোনও দিন লড়াই করতে পারি না	Abusive
10018837	টাইম টিভি হ'ল টিভি নিউজের ক্রোধ যা জনগণের মধ্যে সত্য জানার জন্য, তবে এবার আমি বলব না যে এই অপবাদটি সত্যিকারের লোকদের জন্য অভিশপ্ত।	Political Hate
10018838	লিগে সময় হাওড়া মিডিয়া	Profane
10018839	আমি কোয়াডারের পিছনে নারাদি মুদি দেখতে পাচ্ছি	None
10018840	দীর্ঘ সময় পরে আমি একটি ভাল খবর দেখেছি	None
10018841	তাহলে দিনের দিন ভোট দেওয়া বুদ্ধিমানের কাজ	Abusive
10018842	বোকা	Abusive
10018843	আইডা এতক্ষণ নাটকের আসল কারণ	None
10018844	আপনার মা যখন ক্ষমতার গ্রাস করা হয়েছিল তখন কথোপকথনে হত্যার পক্ষে যখন আমি হত্যাকাণ্ডকে সমর্থন করি না তখন আপনার মা স্বাধীনতার জন্য রক্ত ​​দেয়নি, তবে আমার মধ্যে কোনও পার্থক্য থাকবে না এবং অমল রক্তে বিশ্বাসী হবে না।	Abusive
10018845	গুজরাটে যারা বেঁচে আছেন তাদের সত্যবাদী এই ঘটনাটি গ্রহণ করবে	None
10018846	মহিলারা অবশেষে যা কিছু খুঁজে পেয়েছেন তা খুঁজে পাওয়া ভাল	None
10018847	আমি আশা করি যে ভারত ভাঙার কয়েকটি রাজ্য থাকবে	None
10018848	তাদের ডিমের চিকিত্সা দরকার	None
10018849	আইনজীবী দেখতে শয়তানের মতো	Abusive
10018850	সাংবাদিকরা যদি এই মর্মান্তিকতা ছেড়ে দেন, দেশ এবং দশজনের দশজন দেশের পরিপ্রেক্ষিতে ছিল এবং দেশের দশমটি গরুর মাঝখানে নিয়মিত গরুদের দুধ দেবে।	Abusive
10018851	যদি বাংলাদেশে, সকলেই বলতেন যে উন্নয়নের জোয়ার যদি প্লাবিত হয় তবে উন্নত দেশগুলিতে এটিই ঘটে।	None
10018852	প্রত্যেকে ভাল ফলাফল করে তবে চাকরি খুব বেশি দু: খিত হয় না	None
10018853	এখন বাংলাদেশে ট্রেনে করে ভ্রমণ নিরাপদ নয়	None
10018854	অসাধারণ কিন্তু সাম্বাদের কোচ বাংলাদেশের নাম শুনেনি, তবে এখানে তাদের কিছু ছাগলের তিনটি সন্তান রয়েছে।	Abusive
10018855	আমেরিকা যুক্তরাষ্ট্র বাংলাদেশ থেকে তৈরি পোশাক আমদানি করে তবে মার্কিন যুক্তরাষ্ট্রের উচিত বাংলাদেশ থেকে তৈরি পোশাক আমদানি করে হাবেসিয়ার যত্ন নেওয়া উচিত।	None
10018856	কে ব্যবসা করে একটু অনুদান দিতে হবে	None
10018857	আমি আর অ্যাপল কিনে না	None
10018858	আমি তার চেয়ে ভাল লিখব এবং বিজয় বাদ দেব	None
10018859	আমি কসাইকে বলি যে আপনি হাসিনাকে আপনার কাছ থেকে বাংলা দেশে আসতে দেন না কারণ বাংলা দেশের লোকেরা হাসিনাকে চায় না।	Abusive
10018860	প্রয়োজন নেই	Political Hate
10018861	আমি ব্রাজিলে ভাল থাকি	None
10018862	ফিশ ডিলাররা কেবল মন্ত্রীর পক্ষে ছিলেন না	Political Hate
10018863	নাজাগানের নাটককে নাটক কেটে ক্ষমতায় রাজনীতির ক্ষেত্রে একটি মামলা রয়েছে।	Political Hate
10018864	হিন্দুরা পাকিস্তানের সাথে পারে না এবং ইরানের সাথে লড়াই করতে এসেছিল	Abusive
10018865	পুরো পৃথিবী এক নয়, তবে ইনশাআল্লাহ রাশিয়া অর্জন করেছেন	None
10018866	ক্যাপ্টেন সহ রাসেল ক্যাপ্টেন নীতীশ রানা	None
10018867	জিন্দাবাদ, যিনি তাকে হত্যা করেননি, তিনি তার প্রাপ্য হাসি ভোগ করেছিলেন এমন মায়ের দ্বারা হত্যা করা হয়নি।	None
10018868	নানুর আবুল তাবুল বাক্কা শাকিব চাপিয়ে দিনের শেষে হাসবেন	Abusive
10018869	জেলিকে বোমা দেওয়ার জন্য মামু বোমা	None
10018870	ইহুদিরা আর কি বলবে	Religious Hate
10018871	আপনি যদি প্রিথভিতে নির্লজ্জ লোকটির দিকে তাকান তবে আপনি একজন	Abusive
10018872	আমি আরও বলেছি যে মায়ের দেহ থেকে মাংস এখনও শরীর থেকে মাংস	Profane
10018873	কেস ফাইল কত	None
10018874	রাশিয়া সোভিয়েত ইউনিয়ন ভেঙে দিচ্ছে, মার্কিন যুক্তরাষ্ট্র এখন রাশিয়া ভেঙে দিচ্ছে এবং মার্কিন যুক্তরাষ্ট্র কী জানবে।	None
10018875	ইটি কি বেদা না বেডি	None
