id	text	label
19638	তাকে জুতা দিয়া মারলে জুতার অসম্মান হবে	Abusive
19639	আমি মেয়ে হয়ে বলছি মাহি একটা ছেলের জীবন ধ্বংস করে দিয়েছেন তার সাজা হওয়া উচিত	None
19640	জনগণের জন্য কি করা হবে	None
19641	তুমি এখন সিন্ডিকেট করো গরিব মানুষদের পকেট কাটতে হবে	None
19642	এর মধ্যে কতটা পার্থক্য এটা কি জানা আছে সাংবাদিকদের	Abusive
19643	দালাল মিডিয়াগুলোর পুটকিতে জ্বালা পড়া শুরু হয়ে গেছে	Profane
19644	এ হলো নাটের গুরু	Abusive
19645	রাস্তায় চারপাশে পলিথিন চিপসের প্যাকেট বিস্কুটের প্যাকেট দিয়ে ভরপুর শত সৌন্দর্যের মাঝেও বাংলাদেশ একটি ডাস্টবিন	None
19646	এমপি হপয়ার আপনার সাথে হেন্ডসিপ করেছি মোগল গাও নয়য়া বাজার কুনো লাব নাই	Abusive
19647	এই মাদার চুদ মানুষ গুম করে খুন করে কেউ কি বলতে পারবে না	Profane
19648	চেতনা কি আপা দিনের ভোট রাতে দিয়ে খমতায় থাকা চেতনার ট্যাবলেট আমি খাইয়া আপনাকে ভোট দিছিলাম তারপর আর ভোট দিতে পারি না আমার ভোট অধিকার ফিরিয়ে দেন	Political Hate
19649	মজা কি মজারে	None
19650	আমাদের হিজরা সেনাবাহিনী এখন কোথায় গিয়েছে	Abusive
19651	কোনো বুয়েট এর সিনিয়র এই কমেন্ট টা যদি দেখেন তাহলে তার কাছে আমার অনুরোধ ছেলেটাকে কোনো রকম কষ্ট দিয়েন না এরা অনেক সহজ সরল লোক কিভাবে উনার বাবা মা কথা বলছে চান্স শব্দটা ও উচ্চারণ করতে পারতেছে নাকিছু ভুল বলে থাকলে ক্ষমা সুন্দর দৃষ্টিতে দেখবেন	None
19652	সাংবাদিক গুলো একটা লিজেন্ড আর আমরা হচ্ছি বোকাচোদা তারা সেটি মনে করে	Profane
19653	এখন বিএনপির কি হবে	None
19654	যে বোমা চলেনা তাই দিতেছে আমেরিকা	Abusive
19655	আসোলেই বেশি ভাগ এই রোকমেই হয়	None
19656	ছাগলয়েরা বলে কি যদি বাংলাদেশে গনতন্ত্র থাকে তা হলে জনগন নৌকা ছাড়া জে কাওরে ভোট দিবে তোমাদের এত ছুলকায় কেন	Abusive
19657	সেংফিলীগের সাধারন সম্পাদকআহ	None
19658	মন চাচ্ছিলো জি এম কাদের কাকা কে বাজে ভাষায় গালি দেই	Abusive
19659	ভাই আপনি রাইট আছেন	None
19660	মইন খাঁন এই বয়সে এসে একটু ভাবেন তো যে দেশে হত্যার বিচারকে বলে ষড়যন্ত্র হত্যাকারীকে মানে নেতাসেই দেশে আপনার মত উচ্চশিক্ষিত বুড়ো মানুষের আজ কেন কিসের অভাবে নর্তন কুর্দন করতে হয় জানি জবাব দিতে পারবেন না দেশ জনতার ও মনোভাবের পরিবর্তন হবে নাকারন আপনাদের কাছে শিখার কিছু নাই	Abusive
19661	সোমবার বিসিবির ক্রিকেট দল পাকিস্তান থেকে বাংলাদেশে আছে এটা অগ্রিম বলে দিলাম	None
19662	আলহামদুলিল্লাহ রাব্বুল আলামীন আমি চাই রাশিয়ার প্রেসিডেন্ট ভ্লাদিমির পুতিন কাক্কুর সফলতা হোক কারণ আমেরিকা একটা সন্ত্রাস রাষ্ট্র	Abusive
19663	এরা তো সবাই দালাল	Abusive
19664	আচ্ছা সব ইন্টারভিউ তে কেন পড়ার বিষয়ে জানতে চাওয়া হবে সে বাইক স্টান্ট পারেসে ওই বিষয়ে দক্ষসবার তো সব বিষয়ে দক্ষ হতে হবে না	Abusive
19665	চোর চোর চোর আমাদের দেশ চোর	Abusive
19666	দেশে এখন ডাক্তার বলতে কিছু নায় সব কসাই মানুষ মারার	Abusive
19667	আপনি কিভাবে আসলেন	None
19668	৫০০ টাকায় একদিন	None
19669	ইমরান খান জিন্দাবাদ নারায়ে তাকবির সৃষ্টিকর্তাুআকবার	None
19670	আমরা দুনিয়ার মোহে পরে সৃষ্টিকর্তা কে ভুলে যাই সৃষ্টিকর্তার ইবাদত থেকে দূরে সরে আসি সময় থাকতে পরিবর্তন হয়ে যাও	None
19671	রোনালডো ভালো খেলোয়াড়	None
19672	বঙ্গীয় বদ্বীপ নাকি গাঙ্গেয় বদ্বীপ	None
19673	এখানে কি শব্দ দুষন হয়না	None
19674	রোহিঙ্গাগুলি বর্মীদের কিছু করতে পারে না কিন্তু বাংলাদেশে অশান্তি করছে এদের দ্রুত বিতাড়িত করা দরকার	Abusive
19675	তোমরা হ্যাডা পারো জনগনের জন্যএই জন্য ই হাসিনার দালালি করো	Political Hate
19676	ভন্ড অন্ধ পপ এখন সহিংসতা হয়ে গেলো এত বছর যাবত যে মুসলিম দেশ গুলারে লন্ড ভন্ড করে দিচ্ছে পশ্চিমারা ও ইজরাইল সেটা কি সহিংসতা না	None
19677	সিমান্তে হত্যার বিষয়ে তোমরা কার কি ছিড়বা তা জাতীর জানা আছে লজ্জা থাকা দরকার এতো কিছুর পরেও এ বিষয়ে কথা বলে	Profane
19678	আমিরিকা বিশ্বের সবচেয়ে বড় হুমকি	Political Hate
19679	বাংলাদেশ থেকে রফতানি করা দরকার	None
19680	এই মনমানসিকতা শ্রেষ্ঠ ব্যক্তিত্বের	None
19681	নিউজা ওয়ালারা এখন বর্তমানের টপ কালপিটশালারা কাজের নিউজ দেখাও	Profane
19682	সময়ের দালাল টিপি	Political Hate
19683	টাকলার উল্টাপাল্টা কথা বলার কারনে	Abusive
19684	এত মুরগী খাসি গরু টাকা পয়সা যে মানুষ দান করে সেগুলো যাই কই তার হিসাব কি আছে	None
19685	ফাটাকেস্টো মোভি দেখেছন সরকার বলেন প্রসাশন বলেন পুলিশ বলেন কেউ কোনো প্রকার অবৈধ জিনিস ধরবেনা দেখবেনা এবং কি কর্ণপাতও করবে নাকারন এসব অবৈধ প্রতিস্ঠান থেকে পুলিশ প্রশাসন টাকা পাচ্ছেআমার বা আপনার কোনো সমস্যায় পুলিশের কাছে গিয়ে বল্লে বলবে এদের লাইসেন্স নেই যেমন ইউনেফ টু ইউ ডেসটিনি কেসিয়্যানো বিভিন্ন ক্লিনিক বেসরকারি প্রতিষ্ঠান সরকার সহ পুলিশ টাকা খেয়ে এদের বাচিয়ে দিচ্ছে আর আমাদের বুঝদিচ্ছে বিচার হব বাংলাদেশের পুলিশের একটি কমন ডায়লগ আসামীদের ধরে আইনের আওতায় আনা হবে কিন্তু দখা যাচ্ছে পুলিশ অপরাধীর পাশে দাঁড়িয়ে বা বসে একথা বলছে বিদ্রএসব ক্লিনিক না থাকলে পুলিশ বা সরকারবাদি লোকদের প্রতিবন্ধি সন্তানদের চিকিৎসা করাবে কোথায়	Abusive
19686	আমার বাসার কাজের মেয়ে এর থেকে সুন্দর এসব বুড়ি সুন্দরী হয় কিভাবে	Abusive
19687	আর্জেন্টিনা ভয় পেয়েছে	None
19688	আমি তার কথা সম্মত করছি	None
19689	আমরা সাকিব কে চাই	None
19690	বাংলাদেশ বাল ছিড়া ছাড়া আর কিছুই করতে পারে না	Profane
19691	আগে শুনতাম হাওয়া ভবন আর এখন শুনি চারিদিকে খাওয়া ভবন	None
19692	সরকারি কর্মকর্তারা যে পলিথিন ফ্যাক্টরি থেকে প্রতিনিয়ত মাল খায় তাই ওদের কাছে যায় না	Abusive
19693	ছাত্রলীগ এবং পুলিশ এদেরকে কেউ দেখতে পারে না	Political Hate
19694	ঠিক আছে এটার দরকার আছে	None
19695	সময় টিভি আওয়ামী লীগে সরাসরি যোগ দিলেই তো হয় দালাল মিডিয়ার চুলকানি দেখলে আনন্দ পায়	None
19696	চট্টগ্রাম সীতাকুণ্ডে ভাটিয়ারী ইউনিয়নে ৪ নং ওয়ার্ডের মেম্বার সাব্বির আহম্মদ চৌধুরী মাদক ব্যাবসায়ীদের গডফাদার ইয়াবা মদ গাঁজা হিরোয়িন থেকে শুরু করে সকল মাদক ব্যাবসায়ীদের নিয়ন্ত্রণ করে সাব্বির মেম্বার ভাটিয়ারী এলাকার হাজার হাজার যুব ও তরুন সমাজকে রক্ষা করুন	None
19697	নিরবাচনে না যাওয়ার শাস্তি দিল হাসিনা	Political Hate
19698	কত বেহায়া সালাউদ্দিন এখনও বহাল তরিয়তে এটা ওর বাপের পদ যেন	Abusive
19699	ইন্না লিল্লাহি অ এনা ইলাইহি রাজিউন	None
19700	হজরত মুহাম্মদ সল্লাল্লাহু আলাইহি ওয়াসাল্লাম কে কে ভালবাসেন	None
19701	যে ছাএ নেতাদের ক্ষমতা অস্ত্রে নয় কলমে থাকার কথা ছিল তারাই ক্ষমতা আর শক্তির প্রভাবে সাধারণ মানুষের কাছ থেকে কোটি কোটি টাকা হাতিয়ে নিচ্ছে	Abusive
19702	কত টাকা পাচার করবে এটার বাজেট কত	None
19703	বিরিয়ানি কি দেওয়া হচ্ছে	None
19704	সংবাদপাঠিকা মেম গাজা কি ডেট ওভার খেয়েছেন	Abusive
19705	বোকা চোদা মন্ত্রী	Profane
19706	কি হবে এখানে সেতু নাকি টানেল	None
19707	২৬ শে মার্চ মজিবুর রহমান কিভাবে স্বাধীনতার ঘোষণা দিলেন উনি তো তখন পাকিস্তানে ছিল	None
19708	দেখতে তো মানুষের মতো কিন্তু এতো নিকৃষ্ট হয় কিভাবে	Abusive
19709	ওরে রাজনিতি বাড়িতেও যেতেও ভয় লাগছে মনে এমনি কষ্ট তাতে এই ভাইয়ার কথা শুনে আরো বেশি কষ্ট পাচ্ছি হায়রে মানুষ সবার একদিন মরা লাগবে তা মনে হয় তারা ভুলে গেছে	Political Hate
19710	রোডমার্জ করে লাভ নাই	None
19711	সরকারের টাকা দরকার তা যেভাবেই আসুক কিন্তু তারা যদি দলের সকল সভাপতি ও সাধারণ সম্পাদক নেতাগুলোর সম্পদের হিসাব নিলেই ৫ হাজার কোটি টাকার ব্যবস্থা করা সম্ভব	None
19712	চোরে দেশে বিনিয়োগ করলে ওদেরই ক্ষতি	Abusive
19713	বাংলাদেশ ফ্রিলান্সারদের অবহেলিত ভাবে দেখছে সরকার আরেকটু সুযোগ বা সুবিধা দিলে দেশ এ বেকারত্ব কমে যেতো	Abusive
19714	হরেছে খুশি হয়েছি	None
19715	এটা অনেক আগে পুরানো যুদ্ধবিমান	None
19716	শালা পাগোল হয়ে গেল নাকি	Abusive
19717	ওরা ইউক্রেন কে খেয়ে ফেলতেছে ও আবার আমাদের দেশে এসে সালিশ করতেছে খুব হাস্যকর তুই তো দলীয় লোক	Political Hate
19718	জনগনের ভোটাধিকার হরন করার কারনে আওয়ামী লীগ কে ক্ষমা চাইতে হবে সংবাদ সম্মেলনে	None
19719	স্বামী স্ত্রী যখন মিলে যায় তখন হ্যাকারদের দোষ দেয়	Abusive
19720	উচিত হবে কোনো টাকা না দিয়ে নিয়ে যাওয়া তাহলে এমন তেল আর কেউ মারবে না	None
19721	এরা সাংবাদিক হয় কেমনে রে ভাইঅশিক্ষিতদের সাংবাদিক দিয়ে দেশটার পুটকিটা মেরে দিচ্ছে দিন দিন	Profane
19722	এটা অস্বাভাবিক নয় ভারতীয়রা দাবী করে বিশ্বকাপের চেয়ে আইপিএল অনেক জমজমাট হয় ভারত ও আইপিএল কে জমজমাট প্রমান করতে ইন্ডিয়া এর এই কারসাজি	Abusive
19723	দু্র্ভিক্ষের কথা বলছেন খোদ প্রধানমন্ত্রী নিজে এখানে গুজব কিসের	None
19724	যাদের নাম বলা হচ্ছে এদের বাদ দিলে এই সাংবাদিকই উল্টা আবার নিউজ করত	None
19725	কত বাল করবে	Profane
19726	ভারতীয় চ্যানেলগুলো বন্ধ করতে হবে	Abusive
19727	বাংলাদেশের ভবিষ্যত তো এরাই	None
19728	একটা ম্যাচ কি জিততে পারবে	None
19729	শুধু রেস্টুরেন্ট মনিবরা নয় এই সব জায়গায় অগ্নিকাণ্ড রোধের এবং নিরাপত্তা নিশ্চিত করার দায়িত্বপ্রাপ্ত সবাই কে আইনের আওতায় আনা উচিত	Political Hate
19730	বিজেপির আগ্রাসনের বলি তাজমহল হয়তো পানির কারণে এই বলি হবেনা	Political Hate
19731	হাসিনা দেশ টা কে গিলে খাচ্ছে	Political Hate
19732	আন্তর্জাতিক ভাবে এদের বিচার দরকার	None
19733	উনার বক্তব্য সঠিক	None
19734	পিএসজি একটা আসলেই ছোট দলপিএসজি একটা সার্কাস ক্লাব	None
19735	এক দিকে তালেবানের অত্যাচার আরেক দিকে সৃষ্টিকর্তার গজব দুখ লাগে আফগানবাসীর জন্য	None
19736	সরকারি অর্থ লুটপাট বন্ধ না করলে সারা জীবনই ভর্তুকি কে দিতে হবে	Political Hate
19737	আর কত কি দেখবো এয়টা কিয়ামতের আলামত	None
19738	কুত্তা ফাহিম এর নিউজ দেখানোর জন্য কে করলাম	Profane
19739	এখন এই মহিলা এবং তার পরিবারের লোকদের এমন শাস্তি দেওয়া হোক প্রকাশ্যে যেনো আর কেউ কখনো অসত্য মামলা দেওয়ার আগে বার বার ভেবে নেয়	Abusive
19740	এই খানখি জারজ হাছিনা	Profane
19741	আমরা এক জাতি দুই ভাই আমাদের মধ্যে কোনো ভেদাভেদ নাই এগিয়ে চলেছে মরক্কোএগিয়ে যাক মুসলিম বিশ্বমরক্কোর সাফল্য প্রত্যাশাই কামনা করি এবং দূআ ও অভিনন্দন রইলো মুসলিম ফুটবলার জন্য ইনশাসৃষ্টিকর্তা	None
19742	ভাই আর কতো দালালি করবেন	Abusive
19743	আর আপনি ভোট ছাড়াই ডাকাতি করে দুই ট্রাম যাবত ক্ষমতা দখল করে বসে আছেন	Abusive
19744	জয় বাংলার জয়শেখ হাসিনার জয়	None
19745	সেনাবাহিনী শুধু দেশের জন্য কাজ করবে ভোটের সময় মাঠে তাকবে ইনশাসৃষ্টিকর্তা বিদেশের সাতে কেন করবে তা হবে না	None
19746	এই কমল দে ইন্ডিয়ার দালাল	Abusive
19747	এটা সাভাবিক মুসলিম রা পথমে নির্যাতিত তাকবে পরে তারা আবার পৃথিবী শাষন করবে তিলে তিলে মিলে জাচ্ছে	None
19748	বিশ্বের জন্য ১ মাত্র দায়ি আমেরিকা	Political Hate
19749	আওয়ামী লীগ ভারতের দালাল	Abusive
19750	হে মাবুদ এই নিকৃষ্ট মানুষের হাত থেকে মুসলিম বিশ্বকে রক্ষা করুন	Abusive
19751	মাশা সৃষ্টিকর্তা বাবাটার জন্য আপু সবাই অনেক ক্লাান্ত হয়ে গেছেআসলে আপু একদম সত্যি কোনো জায়গায় বেশিদিন ধরে থাকলে সেই জাইগার প্রতি একটা মায়া বশেযাইসবার জন্য দোয়া রইলো ভালো থাকবেন আর নতুন বাসার গুছিয়ে একটা টুর দিবেন কিন্তু পরবর্তী ভিডিওর অপেক্ষায় রইলাম টা টা	None
19752	এর চেয়ে ভালো হতো কাওয়া কাদেরের কা কা কা	Abusive
19753	পরিবেশ বুঝে আগে ভাগে নির্বাচন বর্জন করার ঘোষণা দেন	Abusive
19754	হচ্ছে রয়ের কাজ	None
19755	একে চেনা চেনা লাগে মুর্তি পুজার পক্ষে আনদোলন করা নেতা মনে হয়	None
19756	কে হতে চুরি পড়িয়ে দেয়া হোক কারণ এরা এখন আর আগের নেই	None
19757	পাগলা নুরু কি বলেপাগল চোদা রে ধরে গলা টিপে দাও	Abusive
19758	ফখরুল সাহেব মাছির মত ভ্যান ভ্যান করে লাভ নাই	Abusive
19759	বিকাশ এর যন্ত্রণা থেকে মুক্তি চাই	None
19760	বাংলাদেশে একবার হলেও দেখতে চাই লিজেন্ডকেক্লাসিকাল প্লেয়ার	None
19761	ফালতু ক্ষমতায় থেকে কি বাল ছিরলো তা আমরা ভালোই যানি	None
19762	এখনও চোখের থেকে ৫ ইঞ্চি উপরে ভোরো ছি	None
19763	ইসকনের মালু মন্ত্রী শিক্ষা ব্যবস্থা জয় বাংলা করে দিছে	None
19764	তারা ত আপনাদের মতো হিংসা পরায়ন না	None
19765	নাটক বাদ দেন এখনো সময় আছে	Abusive
19766	সময় টিভির নিউজ গুলো সব আওয়ামী পন্থী সময় টিভি কে বলছি ভুলে যাবেন না বাতাস সব সময় এক দিকে বয় না	Political Hate
19767	এই জন্য খেলা দেখতে চাইনা কিন্তু বাস্তবে তা পারিনা এজন্য ই এত দুর্ভোগ পাই	None
19768	এরোদুয়ন ফেল মারলে বাইডেন বলবে আমি ক্ষমতায় থেকে নামিয়েছি কারণ বাইডেন ক্ষমতায় আসার আগে বলেছিল সে ক্ষমতায় আসলে এরোদুয়ান কে ক্ষমতাচ্যুত করবে এখন দেখার বিষয় কি হয়	Political Hate
19769	যা অনুভব করছি আমার মনে হয় আকাশ থেকে ফেরেশতা এশে সরকার বা নির্বাচন পরিচালনা করলে ও উভয় পক্ষই বলবে সরকার বা নির্বাচন কমিশন নিরপেক্ষ নয়আর এজন্যই বেগম খালেদা জিয়ায় বলেছিল বাংলাদেশে পাগল আর শিশু ছাড়া নিরপেক্ষ কোনো লোক নেই	None
19770	এই একটা সময় চ্যানেল যেই ভাবে সরকারের গুনগান গায় সারাদিন বাজাতে থাকে অন্য কোন চ্যানেল খুব কম দেখা যায় আর সময় চ্যানেল কাজ হচ্ছে ছা পোলাপাইন কে যেইভাবে জাের করে খাওয়ায় ঠিক সাধারণ মানুষের আগ্রহ না থাকলেও জাের করে শুনাবে	Political Hate
19771	সাকিব কে কেপ্টেন থেকে সরে দাড়াতে বলেন তামিম কে কেপ্টেন চাই এটা নিয়ে পদিবেদন করেন না কেন	Abusive
19772	বিএনপি দল হেফাজত জামাত দল এক হন জয় হবে বিএনপির ইনসাললা	None
19773	ভোট ডাকাত এর পক্ষে যারা কথা বলে এরা কেমন মানুষ সেটা বাংলাদেশের মানুষ জানে ভোট ডাকাত এর ভাড়াটে এরা	Political Hate
19774	আহারে সৃষ্টিকর্তা্ আপনি সবাই কে হেফাজত করেন	None
19775	এতে কি হাগল নেনিজের দেশের অবস্থা খারাপভাবে আরেক দেশ নিয়া	Abusive
19776	আমি এটা ফেইস করছি	None
19777	সৃষ্টিকর্তা তাঁকে জান্নাতি করুন	None
19778	আপনি তো বেহেশতের ফেরেশতা আপনি অসত্য বলেন না	Abusive
19779	হাহাহা সউদি ত দেখি উলটা খেলে দিল এত দিন সউদি কে ভয় দেখাত আমেরিকা এখন সউদি ভয় দেখাচ্ছে আমেরিকা কে হাহাহা পুতিন চাচার বুদ্ধি এটা	Political Hate
19780	ওকে পর্যাপ্ত সময় দিতে হবে	None
19781	তত্ত্বাবধায়ক সরকারের অধীনে নির্বাচন চাই	None
19782	তোর মুখে হাগু করি সারা দিন শুধু অসত্য কথা বলে দর্জি গীরির আয়ের পয়সা রিজার্ভে পৌঁছানোর আগেই হাওয়া হয়ে যায় হাসিনার গুন্ডা বদ মায়িস মন্ত্রী ধর্ষক দের বিদেশী একাউন্টে মুলত বাংলাদেশ বেঁচে আছে আমাদের মত প্রবাসীদের পাঠানো রেমিটেন্সের কল্যাণে এমন ভাবে ফুটানী মেরে বলছে উনাদের বুদ্ধির কৌশলে বানিজ্য করে যেন দেশের প্রভুত উন্নয়ন সম্ভব হচ্ছে কুকুরের লেজ কখনো সোজা করা যায়নি তেমনি ইতরের পয়দা কখনো মানুষের ছা হয়নি	Abusive
19783	এভাবেই কি এগিয়ে যাচ্ছে পৃথিবী পারমানবিক যুদ্ধের দিকে	None
19784	ইসসস কালকে যে হবে কে জানে	None
19785	৭ নাম্বারে বেষ্ট মুশফিক	None
19786	মনিব সমিতিরে জেলে দেওয়া উচিতনিরাপওা ব্যাবস্থা রাখে নাই কেনো	None
19787	অভিনন্দন আপনাদের সকলকে শুভেচ্ছা আপনাদের মহৎ উদ্যোগকে	None
19788	আমাদের বাংলাদেশীদের জন্য ওয়েস্টবেঙ্গল এর ভীখারি গুলো খেয়েপরে পরিবার নিয়ে বেঁচে আছে	Abusive
19789	সৃষ্টিকর্তা আরও বেশি গজব দাও গজব দিয়ে আমেরিকা কে ধ্বংস করে দাও মাবুদ এই একমাত্র একটা দেশ অন্য কেউ করলে যুদ্ধ অপরাধ নিজেরা করলে কিছু নেই	Abusive
19790	এটাই তো ইসলামের দেশের মানবতা যারা মানবতা সম্পর্কে জানে না তারা আবার পৃথিবীতে কিসের শান্তির বার্তা দিবে	None
19791	ইসরাইলের মতো ড্রোন বিমান দিয়ে টহল দিতে হবেপ্রয়োজনে গোলা বর্ষনডিজিটাল প্রযুক্তির ব্যবহার করতে হবেসনাতন পদ্ধতি পরিহার করতে হবে	Political Hate
19792	মাঠে গিয়ে খেলা দেখেছি	None
19793	ওদের কে জাবর জিবীন সাজা দেওয়া উচিত বাংলাদেশ সরকারের কৃতজ্ঞতা সাংবাদিক	None
19794	সাবেক সানত্যমএীকে গ্রােফতার করা হোক	Abusive
19795	আমার ইন্টার পরিক্ষার সময় দাদুর লাশ রেখে যেতে হয়েছিলো	None
19796	সব সময় আপনার পাশে আছি	None
19797	ভারতে কেউ কিনে না	Abusive
19798	নিরপেক্ষ সরকারের অধীনে একটি সুস্পষ্ট নির্বাচন চাই	Political Hate
19799	আনলিমিটেড গাঁজা গুলা খায় তেলবাজ কই থেকে আইলোরে	Abusive
19800	যদি তামিম ফিরে আসে তো আমার ভোট টা পাবে নৌকা অন্নথায় অন্য কেউ	None
19801	জসিম বেস্ট নায়ক	None
19802	এই মৃত্যু ফাঁদ আমরা নিজেরাই তৈরি করেছি কিন্তু দুষ দিচ্ছি নিয়তির বা বাস ট্রাক চালকদের কিন্তু দ্রুতগতির গাড়ি আর ধির গতির গাড়ি একসাথে বা একই সড়কে চলাচল করলে দূর্ঘটনা ঘটবেই তাই যতদিন সড়ক মহাসড়কে মটরবাইক্ সিএনজি অটোরিক্সা চলবে ততদিন আমাদের সবাইকে লাশ গ্রহনের জন্য তৈরি থাকতে হবে	None
19803	মাহমুদুউললাহ এখনো সেরা খেলোয়াড়	None
19804	তেহরান ঠিক বলেছে	None
19805	সহযোগিতা তাড়াতাড়ি পাঠানো হোক বাংলাদেশে পাশে আছে কৃতজ্ঞতা সরকারকে	None
19806	ভাইয়া আপনাদের এই নগদটা একটু ব্যান করা যায় না	Abusive
19807	দেখেই মনে হচ্ছে এক নাম্বার চোর আওয়ামীলীগের দালাল	Abusive
19808	সালাকুত্তালিগে রা একন সময় আচে বালো পতে আসো	None
19809	মাননিয় প্রধানমন্ত্রীর কাছে আমার একটা অনুরোধ বেরিসটার সুমনের যেনো অপশক্তি ক্ষতি করতে না পারে	None
19810	গমরুল লাফা লাফি বন্ধ করেন	None
19811	সময় চ্যানেল কে বলছিআপনারা যখন বিজ্ঞাপন দেনসাউন্ডটা কমায় দিয়েননয়তো আমাদের কান ফাটবে নয়তো মোবাইলের স্পিকার ফাটবে	Abusive
19812	অসত্য কথা এখানে ঘন্টা হিসাবে কাজ প্রত্যেক কেম্পানিতে ঘন্টায় কত ইউরো তা কন্টাক্ট করার সময় উল্লেখ থাকে	None
19813	সুদখোরের পক্ষে কথা লোকদের কাছ থেকে ভালো কিছু আশা করা যায় না	Abusive
19814	ডামী নির্বাচন মানিনা	Political Hate
19815	জাতির পতাকা আজ খামচে ধরেছে সেই পুরনো শকুন রুদ্র মুহাম্মদ শহীদুল্লাহ	None
19816	এই ধন বানানোর দরকার কি ছিল তাহলে	None
19817	তোমার জাংগিয়া সামলানোর সুযোগ পাবে না	Abusive
19818	এগুমা উন্নয়ন দেশের মানুষের দরকার নাই মানুষ খেতে পারে না আর রিন নিয়ে রাস্তায় সেতু করার দরকার নাই কমতা চেরে চলে জাও	Political Hate
19819	সৃষ্টিকর্তা্ তুমি দয়া কর	None
19820	জয় বাংলা প্রধানমন্ত্রী শেখ হাসিনার বেহেস্তে যাওয়ার অনুমতি আছে	None
19821	ধুর বাল আর পরিক্ষা দিব না	Profane
19822	অটোমান সাম্রাজ্যের একটি আর্মি বাহিনী ছিল যার নাম ছিল জেনিচেরি নামটা একটু ভুল হতে পারে তারপরও এই সংগঠনটি কাজ ছিল ইউরোপের বিভিন্ন দেশে ​আক্রমণ করে সেখানে ইউরোপিয়ান শিশুদের নিয়ে এসে পুরোপুরি অটোমান হিসেবে তৈরি করা এবং এদের বড় করে ভবিষ্যতে এই সংগঠনে যোগ দেয়া এবং ইউরোপে ​আক্রমণ করানো	None
19823	প্রথমে ভাবছিলাম পাগল	Abusive
19824	এটা আইনের শাসন৷ আমাদের ভিবরান্ত করবেন না	None
19825	ভাই ক্যামেরা এংকেল করে ধরছেন কে ভালো করে ধরেন লোক কতগুলো আছে জনগণ দেখুক	None
19826	ওই সময় বাল পালাইছেন আমরা জানি	Profane
19827	পশ্চিমারা কাতার কে নিয়ে একটু বেশি বাড়াবাড়ি করছে	Political Hate
19828	জাবেদ ভাই ইতিহাসের সেরা ভূমিমন্ত্রী	None
19829	অসাধারণ মনে গেঁথে থাকবে	None
19830	সময় সংবাদ সবসময় অসত্যর আশ্রয় নেয় সত্যি বলতে ভয় কীসের	Abusive
19831	তুমি একটা বুদ্ধি প্রতিবন্ধী	Abusive
19832	এরে কামাইল্লা আর কত মিচা কথা কইবি বয়স হইচে এবার ভালো হউ নইলে আমেরিকার ঠেলা বুজস ডিম থেরাপি দিবো	Abusive
19833	এত কিছুর পরেও একদল বলবে আর্জেন্টিনা ভাল শুধু ভারত খারাপ	None
19834	এটা হাস্যকর বিরোধী দল কোনটি তাইলে	Political Hate
19835	সৃষ্টিকর্তাকে ডাকুন সব কিছুর মনিব সৃষ্টিকর্তা লোকের কাছে বলে কিছুই হবে না যাকে বলোর তাকে বলুন	None
19836	শুধু কি বাংলার জনগনের আওপখ সমথন করার অধিকার কি নাই	None
19837	ভালো হয়েছে লোভ করলে এই রকম হবে	None
19838	এ কথ বলার মাধ্যমে সৃষ্টিকর্তার সাথে শিরক করা হয়েছে নাউজিবিল্লাহ	Religious Hate
19839	যে রাষ্ট্র উইঘুরে মুসলিমদের উপর অত্যন্ত ভয়ংকর গোপন নির্যাতন করতে পারে সেই রাষ্ট্র এর মধ্যস্ততায় অন্তত ফিলিস্তিনের শান্তি চাই নাঅবশ্যই চীনকে ক্ষমা চাইতে হবে প্রকাশ্যে এবং আন্তর্জাতিক ভাবে	None
19840	আপনার সাহস থাকলে আপনি নিরপেক্ষ ভোট দেন আপনার সাহস কত ওরকম ক্ষমা থাকলে অনেক কিছুই বলা যায় আপনার সাহস থাকলে আপনার নিরপেক্ষ ভোট দেন দেখব কত সাহস আছে ভোট চুর প্রধানমন্ত্রী মুখে এরকম কথা মানায় না	None
19841	আপনার নীতিমালা হয়েছে দেশকে রসাতলে দেওয়া	None
19842	রাস্তার একটা মাগি বাংলাদেশ সংসদ সদস্যলুচ্চা বঙ্গবন্ধুর কন্যা শেখ হাসিনার নাই	Profane
19843	সময় টিভির ক্যামারা এতই অন্ধ যে বিস্ফোরক গুলো পরার ও বিস্ফোরিত হওয়ার দৃশ্য ধারণ করলোকিন্তু পাশ থেকেই কে বিস্ফোরক গুলো নিক্ষেপ করছে সময় ও তাদের মতো অন্যান্য সেবাদাস টিভি গুলোর ক্যামেরা তার একটি ফুটেজও দেখাতে পারলো না একেই বলে তথ্য সণ্ত্রাস এরা ভুলে গেছে এটা ২০২৩ সাল এখন প্রতিটি মোবাইলই এক একটা টিভি চ্যানেল তাই সেবাদাসদের কোনো ষড়যন্ত্রই আমরা সাধারণ জনতাকে বিভ্রান্ত করতে পারবে না	None
19844	নরসিংদীতে স্বাগতম মাননীয় প্রধানমন্ত্রী	None
19845	সবাই হাততালি দেশ কিছু দিনের মধ্যে দেউলিয়া হচ্ছে	Abusive
19846	কুত্তালীগ গুলো পাকিস্তানী হানাদার বাহিনীর মতো	Political Hate
19847	পাম দিস না পাম দিস না	None
